nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
893,Parkridge East Hospital,"941 Spring Creek Rd Chattanooga, TN 37412",941 Spring Creek Rd,"Chattanooga, TN 37412",III,22,Private Practice,"Kelly Hersey, MD",34.998794417000056,-85.21782316599996
894,Parkview Community Hospital Medical Center,"3865 Jackson St Riverside, CA 92503",3865 Jackson St,"Riverside, CA 92503",III,16,Private Practice,"Daniel Saesim, MD",33.92597376000003,-117.44023007399994
895,Parkview Medical Center,"400 West 16th Street Pueblo, CO 81003",400 West 16th Street,"Pueblo, CO 81003",II,7,Private Practice,NA,NA,NA
896,Parkview Women’s and Children’s Hospital,"11115 Parkview Plaza Dr, Fort Wayne, IN 46845","11115 Parkview Plaza Dr,","Fort Wayne, IN 46845",III,31,Network Medical Group,"Win Boon, MD",41.18772581400003,-85.09936739599993
897,Pascack Valley Medical Center,"250 Old Hook Rd, Westwood, NJ 07675","250 Old Hook Rd,","Westwood, NJ 07675",II,6,Private Practice,"Kiran Bhat, MD",40.98379489400003,-74.01510635799997
898,Passavant Area Hospital,"1600 W Walnut St Jacksonville, IL 62650",1600 W Walnut St,"Jacksonville, IL 62650",II,NA,NA,NA,39.74528356400003,-90.25931486899998
899,Peacehealth Sacred Heart Hospital,"3355 RiverBend Dr Springfield , OR 97477",3355 RiverBend Dr,"Springfield , OR 97477",III,40,Private Practice,"Doug Leonard, MD",44.08229084000004,-123.02809538499997
900,Peacehealth Southwest Medical Center,"400 Northeast Mother Joseph Place Vancouver, WA 98664, USA",400 Northeast Mother Joseph Place,"Vancouver, WA 98664, USA",III,26,Academic Program,NA,45.62474262500007,-122.58217633799995
901,Penn Highlands DuBois,"100 Hospital Ave DuBois, PA 15801",100 Hospital Ave,"DuBois, PA 15801",III,16,Private Practice,"Mohamed Hassan, MD",41.11386477900004,-78.77492353399998
902,Penn State Children’s Hospital,"600 University Dr Hershey, PA 17033",600 University Dr,"Hershey, PA 17033",IV,42,Academic Program,"Dennis J.	Mujsce, MD",NA,NA
903,Penn State Health – St. Joseph Medical Center,"2500 Bernville Rd Reading, PA 19605",2500 Bernville Rd,"Reading, PA 19605",II,6,Network Medical Group,NA,40.37766304300004,-75.98017251899995
904,Pennisula Regional Medical Center,"100 E Carroll St Salisbury, MD 21801",100 E Carroll St,"Salisbury, MD 21801",II,10,Academic Program,"Aser Kandil, MD",38.36314498000007,-75.59779428999997
905,Pennsylvania Hospital,"800 Spruce St Philadelphia, PA 19107",800 Spruce St,"Philadelphia, PA 19107",III,45,Academic Program,"Karen Puopolo, MD",39.94573239600004,-75.15482201599997
906,Peyton Manning Children’s Hospital,"2001 W 86th St Indianapolis, IN 46260",2001 W 86th St,"Indianapolis, IN 46260",IV,97,Network Medical Group,"Taha BenSaad, MD",39.91202733600005,-86.19652879699998
907,Phoebe Putney Memorial Hospital,"417 W 3rd Ave Albany, GA 31701",417 W 3rd Ave,"Albany, GA 31701",III,NA,NA,NA,31.59023600200004,-84.15667398899996
908,Phoenix Children’s Hospital,"1919 E Thomas Rd Phoenix, AZ 85016",1919 E Thomas Rd,"Phoenix, AZ 85016",IV,33,Private Practice,"Deborah Tom, MD",33.48027410700007,-112.04065832699996
909,Piedmont Athens Regional,"1199 Prince Ave. Athens, GA 30606",1199 Prince Ave.,"Athens, GA 30606",III,20,Private Practice,"Atul Khurana, MD",33.96244132100003,-83.39837544299996
910,Piedmont Atlanta,"1968 Peachtree Road NW Atlanta, GA 30309",1968 Peachtree Road NW,"Atlanta, GA 30309",III,27,Private Practice,"Scott Johnson, MD",33.80848920700004,-84.39356270299999
911,Piedmont Columbus Regional,"710 Center St Columbus, GA 31904",710 Center St,"Columbus, GA 31904",III,46,Private Practice,NA,32.48139273100003,-84.98309310199994
912,Piedmont Fayette Hospital,"1255 Hwy 54 Fayetteville, GA 30214",1255 Hwy 54,"Fayetteville, GA 30214",III,15,Private Practice,"Roderick Robinson, MD",33.45099871000008,-84.50681247099999
913,Piedmont Henry Hospital,"1133 Eagle's Landing Parkway Stockbridge, GA 30281",1133 Eagle's Landing Parkway,"Stockbridge, GA 30281",III,28,Private Practice,NA,NA,NA
914,Piedmont Macon,"350 Hospital Dr Macon, GA 31217",350 Hospital Dr,"Macon, GA 31217",III,13,Private Practice,NA,32.84588120800004,-83.61797930299997
915,Piedmont Medical Center,"222 S Herlong Ave Rock Hill, SC 29732",222 S Herlong Ave,"Rock Hill, SC 29732",III,12,Private Practice,NA,34.95776192300008,-81.04390378299996
916,Piedmont Newnan Hospital,"745 Poplar Rd Newnan, GA 30265",745 Poplar Rd,"Newnan, GA 30265",III,12,Private Practice,NA,33.35933246700006,-84.75387833199994
917,Piedmont Newton Hospital,"5126 Hospital Dr NE Covington, GA 30014",5126 Hospital Dr NE,"Covington, GA 30014",II,NA,Private Practice,NA,33.60118147900005,-83.84901539599997
918,Piedmont Rockdale,"1412 Milstead Ave NE Conyers, GA 30012",1412 Milstead Ave NE,"Conyers, GA 30012",III,20,Private Practice,NA,33.68033945800005,-83.99923440299995
919,Pikeville Medical Center,"911 S Bypass Rd Pikeville, KY 41501",911 S Bypass Rd,"Pikeville, KY 41501",II,8,Hospital Employed,"Myla Santiago, MD",NA,NA
920,Plantation General Hospital,"401 NW 42nd Ave Plantation, FL 33317",401 NW 42nd Ave,"Plantation, FL 33317",III,30,Private Practice,"Mitchell Stern, MD",NA,NA
921,Pomerado Hospital,"15615 Pomerado Rd Poway, CA 92064",15615 Pomerado Rd,"Poway, CA 92064",II,NA,NA,NA,32.99766006700003,-117.05788129199999
922,Pomona Valley Hospital Medical Center,"1798 N Garey Ave Pomona, CA 91767",1798 N Garey Ave,"Pomona, CA 91767",III,53,Private Practice,"Shahid Kamran, MD",34.07777402000005,-117.75233142999997
923,Porter Regional Hospital,"85 E U.S. Hwy 6 Valparaiso, IN 46383",85 E U.S. Hwy 6,"Valparaiso, IN 46383",III,14,Private Practice,NA,41.46005071500008,-87.06242582299996
924,Portneuf Medical Center,"777 Hospital Way Pocatello, ID 83201",777 Hospital Way,"Pocatello, ID 83201",III,16,Private Practice,"Elizabeth O'Donnell, MD",42.871559561000026,-112.41824709699995
925,Presbyterian Hospital,"1100 Central Ave SE Albuquerque, NM 87106",1100 Central Ave SE,"Albuquerque, NM 87106",III,60,Private Practice,"Jennifer Anderson, MD",35.08236630700003,-106.63493517799998
926,Presbyterian Intercommunity Hospital,"12401 Washington Blvd Whittier, CA 90602",12401 Washington Blvd,"Whittier, CA 90602",III,34,NA,NA,NA,NA
927,Presbyterian St. Luke’s Medical Center,"2001 N. High Street Denver, CO 80205",2001 N. High Street,"Denver, CO 80205",IV,84,Private Practice,"David Randolph, MD",39.74704769900006,-104.96476200399997
928,Primary Children’s Hospital,"100 Mario Capecchi Dr Salt Lake City, UT 84113",100 Mario Capecchi Dr,"Salt Lake City, UT 84113",IV,52,Academic Program,"Con Yee Ling, MD",NA,NA
929,Prince William Hospital,"8700 Sudley Rd Manassas, VA 20110",8700 Sudley Rd,"Manassas, VA 20110",III,12,Private Practice,"Shantharama Karanth, MD",38.76739104300003,-77.48481605999996
930,Princeton Baptist Medical Center,"701 Princeton Ave SW Birmingham, AL 35211",701 Princeton Ave SW,"Birmingham, AL 35211",III,12,Academic Program,"Ginny Karle, MD",33.499381811000035,-86.84560799999997
931,Princeton Medical Center,"1 Plainsboro Road Plainsboro, NJ 08536",1 Plainsboro Road,"Plainsboro, NJ 08536",II,14,Academic Program,"Marilyn Giorgi, MD",40.33827992700003,-74.62491038499996
932,Prisma Health Baptist Hospital,"Taylor at, Marion St Columbia, SC 29220","Taylor at, Marion St","Columbia, SC 29220",III,26,Private Practice,NA,NA,NA
933,Prisma Health Greenville Memorial Hospital,"701 Grove Road Greenville, SC",701 Grove Road,"Greenville, SC",III,80,Private Practice,"Michael Stewart, MD",34.82147158300006,-82.41375451599998
934,Prisma Health Richland Hospital,"5 Richland Medical Park Dr Columbia, SC 29203",5 Richland Medical Park Dr,"Columbia, SC 29203",III,69,Private Practice,"Victor Iskersky, MD",34.027517627000066,-81.03044622099998
935,Prisma Health Tuomey Hospital,"129 N Washington St, Sumter, SC 29150","129 N Washington St,","Sumter, SC 29150",II,NA,NA,NA,33.92368821900004,-80.34431026299995
936,Progress West Hospital,"2 Progress Point Pkwy O'Fallon, MO 63368",2 Progress Point Pkwy,"O'Fallon, MO 63368",II,8,Academic Program,"Casandra Pruit, MD (Peds Hospitalist)",38.71447322200004,-90.69651454499996
937,ProHealth – Oconomowoc Memorial Hospital,"791 Summit Ave Oconomowoc, WI 53066, USA",791 Summit Ave,"Oconomowoc, WI 53066, USA",II,16,NA,NA,43.10227077400003,-88.48744319399998
938,ProHealth – Waukesha Memorial Hospital,"725 American Ave Waukesha, WI 53188",725 American Ave,"Waukesha, WI 53188",III,22,NA,NA,43.01198372400006,-88.24266601099998
939,Providence Alaska Medical Center,"3340 Providence Dr Anchorage, AK 99508",3340 Providence Dr,"Anchorage, AK 99508",III,66,Private Practice,"Evelyn Rider, MD",61.18983186500003,-149.81706541199998
940,Providence Holy Cross Medical Center,"15031 Rinaldi St Mission Hills, CA 91345",15031 Rinaldi St,"Mission Hills, CA 91345",III,12,Private Practice,Open Position,34.27901368600004,-118.45970779699996
941,Providence Holy Family Hospital,"5633 N Lidgerwood Street Spokane, WA 99208",5633 N Lidgerwood Street,"Spokane, WA 99208",II,NA,Private Practice,"Jami Lewis, MD",47.70912706200005,-117.40588328199999
942,Providence Little Company Of Mary Medical Center,"4101 Torrance Blvd Torrance, CA 90503",4101 Torrance Blvd,"Torrance, CA 90503",III,34,Private Practice,NA,33.837581380000074,-118.35820972899995
943,Providence Medical Center,"8929 Parallel Pkwy Kansas City, KS 66112",8929 Parallel Pkwy,"Kansas City, KS 66112",II,NA,Private Practice,NA,39.12858939900008,-94.78388656899995
944,Providence Portland Medical Center,"4805 NE Glisan St Portland, OR 97213",4805 NE Glisan St,"Portland, OR 97213",III,18,Private Practice,"Fred Baker , MD",NA,NA
945,Providence Regional Medical Center,"1700 13th St Everett, WA 98201",1700 13th St,"Everett, WA 98201",III,29,Academic Program,"Michael D. Neufeld, MD",48.00033848700008,-122.20656709099995
946,Providence Sacred Heart,"101 W 8th Ave Spokane, WA 99204",101 W 8th Ave,"Spokane, WA 99204",IV,61,Private Practice,"Chris Rabin, MD",NA,NA
947,Providence Saint John’s Health Center,"2121 Santa Monica Blvd Santa Monica, CA 90404",2121 Santa Monica Blvd,"Santa Monica, CA 90404",III,18,Private Practice,NA,NA,NA
948,Providence St. Joseph Medical Center,"501 S Buena Vista St Burbank, CA 91505",501 S Buena Vista St,"Burbank, CA 91505",III,20,Private Practice,"Robert Gall, MD",34.15670454200006,-118.32738457099998
949,Providence St. Patrick Hospital,500 West Broadway Missoula MT 59802,500 West Broadway,Missoula MT 59802,II,3,NA,NA,46.87391141300003,-114.00007844599997
950,Providence St. Peter Hospital,"413 Lilly Rd NE Olympia, WA 98506",413 Lilly Rd NE,"Olympia, WA 98506",II,13,Academic Program,NA,47.05268571500005,-122.84443483399997
951,Providence St. Vincent Medical Center,"9205 SW Barnes Rd Portland, OR 97225",9205 SW Barnes Rd,"Portland, OR 97225",III,44,Private Practice,"Stefanie Rogers , MD",45.50894300600004,-122.77164812099994
952,Providence Tarzana Regional Medical Center,"18321 Clark St Tarzana, CA 91356",18321 Clark St,"Tarzana, CA 91356",III,21,NA,NA,34.16977386700006,-118.53125067099995
953,Queen of the Valley Medical Center,"1000 Trancas St Napa, CA 94558",1000 Trancas St,"Napa, CA 94558",III,6,NA,NA,38.323518533000026,-122.29599019199998
954,Queens Hospital Center,"82-68 164th St Jamaica, NY 11432",82-68 164th St,"Jamaica, NY 11432",III,15,NA,NA,NA,NA
955,Rady Children’s Hospital,"3020 Children's Way San Diego, CA 92123",3020 Children's Way,"San Diego, CA 92123",IV,60,Academic Program,"Denise Suttner, MD",32.798604890000036,-117.15080145799999
956,Rancho Springs Medical Center,"25500 Medical Center Dr Murrieta, CA 92562",25500 Medical Center Dr,"Murrieta, CA 92562",II,13,NA,NA,33.55775415900007,-117.18476838599997
957,Randall Children’s Hospital,"2801 N Gantenbein Ave Portland, OR 97227",2801 N Gantenbein Ave,"Portland, OR 97227",IV,45,Private Practice,"Howard Cohen , MD",45.54285960500005,-122.66944997499996
958,Rapides Women’s and Children’s Hospital,"501 Medical Center Dr Alexandria, LA 71301",501 Medical Center Dr,"Alexandria, LA 71301",III,34,Private Practice,NA,31.314094435000072,-92.44994499199998
959,Reading Hospital,"420 S. Fifth Avenue West Reading, PA 19611",420 S. Fifth Avenue,"West Reading, PA 19611",III,30,NA,NA,40.33005948400006,-75.94819398899995
960,Redlands Community Hospital,"350 Terracina Blvd Redlands, CA 92373",350 Terracina Blvd,"Redlands, CA 92373",II,NA,NA,NA,NA,NA
961,Regional Health Rapid City Hospital,"353 Fairmont Boulevard Rapid City, SD 57701",353 Fairmont Boulevard,"Rapid City, SD 57701",III,28,Private Practice,"Steven Benn, MD",44.05470505100004,-103.21018537299994
962,Regional Medical Center,"225 N Jackson Ave San Jose, CA 95116",225 N Jackson Ave,"San Jose, CA 95116",II,6,NA,NA,37.36341591200005,-121.84833978899997
963,Regional One Health Medical Center,"877 Jefferson Ave Memphis, TN 38103",877 Jefferson Ave,"Memphis, TN 38103",III,65,Academic Program,"Ajay Talati, MD",35.142640991000064,-90.03117051699996
964,Regions Hospital,"640 Jackson St, St Paul, MN 55101","640 Jackson St,","St Paul, MN 55101",II,NA,Hospital Employed,"Andrea Lampland, MD",44.955116789000044,-93.09616449699996
965,Renown Children’s Hospital,1155 Mill St Reno NV 89502,1155 Mill St,Reno NV 89502,III,39,Private Practice,"Gary Yup, MD",39.523885009000026,-119.79470859599996
966,Research Medical Center,"2316 E Meyer Blvd Kansas City, MO 64132",2316 E Meyer Blvd,"Kansas City, MO 64132",III,17,Private Practice,"Tiffany Simpson, MD",39.00715085000007,-94.55944582999996
967,Resolute Health Hospital,"555 Creekside Crossing New Braunfels, TX 78130",555 Creekside Crossing,"New Braunfels, TX 78130",II,NA,NA,NA,29.71987210800006,-98.07204574799994
968,Reston Hospital Center,"1850 Town Center Pkwy Reston, VA 20190",1850 Town Center Pkwy,"Reston, VA 20190",III,16,Academic Program,"Mariam Said, MD",38.961444020000044,-77.36281295199996
969,Richmond University Medical Center,"355 Bard Ave Staten Island, NY 10310",355 Bard Ave,"Staten Island, NY 10310",III,25,Academic Program,"Anthony Barone, DO",40.63505513400003,-74.10659840699998
970,Riddle Hospital,"1068 W Baltimore Pike Media, PA 19063",1068 W Baltimore Pike,"Media, PA 19063",II,8,Network Medical Group,NA,39.91441419700004,-75.42930625999998
971,Ridgeview Medical Center,"500 S Maple St Waconia, MN 55387",500 S Maple St,"Waconia, MN 55387",II,13,Hospital Employed,NA,44.843288692000044,-93.79079719499998
972,Riley Hospital – IU Health North,"11700 N Meridian St Carmel, IN 46032",11700 N Meridian St,"Carmel, IN 46032",III,20,Academic Program,"Sandra Hoseli, MD",39.95849349500003,-86.15793736899997
973,Riley Hospital for Children,"705 Riley Hospital Dr Indianapolis, IN 46202",705 Riley Hospital Dr,"Indianapolis, IN 46202",IV,60,Academic Program,"David Boyle, MD",39.77726251200005,-86.18137146399994
974,Rio Grande Regional Hospital,"101 E Ridge Rd McAllen, TX 78503",101 E Ridge Rd,"McAllen, TX 78503",III,36,Private Practice,NA,26.185870042000033,-98.22359209499996
975,Riverside Community Hospital,"4445 Magnolia Ave Riverside, CA 92501",4445 Magnolia Ave,"Riverside, CA 92501",III,20,NA,NA,33.97618211100007,-117.37838006999999
976,Riverside Methodist Hospital,"3535 Olentangy River Rd Columbus, OH 43214",3535 Olentangy River Rd,"Columbus, OH 43214",III,42,Private Practice,"Juli Richter, MD",40.031834031000074,-83.03115928999995
977,Riverside Regional Medical Center,"500 J Clyde Morris Blvd Newport News, VA 23601",500 J Clyde Morris Blvd,"Newport News, VA 23601",III,21,Private Practice,NA,37.072422137000046,-76.47805788599999
978,Riverside University Health System Medical Center,"26520 Cactus Ave Moreno Valley, CA 92555",26520 Cactus Ave,"Moreno Valley, CA 92555",III,22,NA,NA,33.91012581000007,-117.19729561599996
979,Riverton Hospital,"3741 West 12600 South Riverton, UT 84065",3741 West 12600 South,"Riverton, UT 84065",II,9,NA,"Glen Huff, MD",40.522248164000075,-111.97924171399995
980,Riverview Medical Center,"1 Riverview Plaza, Red Bank, NJ 07701","1 Riverview Plaza,","Red Bank, NJ 07701",II,NA,Academic Program,NA,40.353093916000034,-74.06475136999995
981,Robert Wood Johnson University Hospital,"1 Robert Wood Johnson Place New Brunswick, NJ 08901",1 Robert Wood Johnson Place,"New Brunswick, NJ 08901",III,37,Academic Program,"David Sorrentino, MD",NA,NA
982,Rochester General Hospital,"1425 Portland Ave Rochester, NY 14621",1425 Portland Ave,"Rochester, NY 14621",II,14,Academic Program,"Nirupama Laroia, MD",43.19140525600005,-77.58435115099996
983,Rogue Valley Medical Center,"2825 E Barnett Rd Medford, OR 97504 ",2825 E Barnett Rd,"Medford, OR 97504 ",III,32,Network Medical Group,NA,42.316482423000025,-122.83003781699995
984,Roper St. Francis Hospital,"2095 Henry Tecklenburg Dr Charleston, SC 29414",2095 Henry Tecklenburg Dr,"Charleston, SC 29414",II,NA,Hospital Employed,NA,32.80324601700005,-80.03946943799997
985,Roper St. Francis Mount Pleasant,"3500 Highway 17 North Mount Pleasant, SC 29466",3500 Highway 17 North,"Mount Pleasant, SC 29466",II,NA,Hospital Employed,NA,32.87934354200007,-79.76379039099999
986,Rose Medical Center,"4567 E 9th Avenue Denver, CO 80220",4567 E 9th Avenue,"Denver, CO 80220",III,28,Private Practice,"James Banks, MD",39.73106106200004,-104.93438126899997
987,Roseland Community Hospital,"45 West 111th Street Chicago, Illinois 60628, USA",45 West 111th Street,"Chicago, Illinois 60628, USA",II,NA,NA,NA,41.69256517400004,-87.62437216299998
988,Rush Foundation Hospital,"1314 19th Ave Meridian, MS 39301",1314 19th Ave,"Meridian, MS 39301",III,14,Private Practice,"Robert Blubaugh, DO",32.370056385000055,-88.69781033199996
989,Rush University Medical Center,"1620 W Harrison St Chicago, IL 60612",1620 W Harrison St,"Chicago, IL 60612",III,60,Academic Program,"Jean Silvestri, MD",41.87418560800006,-87.66791619099996
990,Rush-Copley Medical Center,"2000 Ogden Ave Aurora, IL 60504",2000 Ogden Ave,"Aurora, IL 60504",III,27,Academic Program,NA,41.73254786800004,-88.26145653399999
991,Rutgers University Hospital,"150 Bergen Street Newark, NJ 07103",150 Bergen Street,"Newark, NJ 07103",III,48,Academic Program,NA,40.739743289000046,-74.19277485299995
992,RWJ University Hospital Somerset,"110 Rehill Avenue Somerville,NJ,08876",110 Rehill Avenue,"Somerville,NJ,08876",II,6,Academic Program,"Swapna Borole, MD",40.568300271000055,-74.59587664999998
993,Sacred Heart Hospital,"5151 North 9th Ave Pensacola, FL 32504",5151 North 9th Ave,"Pensacola, FL 32504",III,42,Private Practice,"Ramak Amjad, MD",NA,NA
994,Saddleback Medical Center,"24451 Health Center Dr Laguna Hills, CA 92653",24451 Health Center Dr,"Laguna Hills, CA 92653",III,19,Private Practice,"Ronald Naglie, MD",NA,NA
995,Saint Alphonsus Medical Center Nampa,"4402 E Flamingo Ave Nampa, ID 83687",4402 E Flamingo Ave,"Nampa, ID 83687",II,4,Private Practice,"Stewart Lawrence, MD",43.596608606000075,-116.51795521799994
